"gene_id","Control72h1","Control72h2","Control72h3","OVA72h1","OVA72h2","OVA72h3","OVA72h4"
"0610009B22Rik",17.68648,16.264982,16.755919,27.859354,24.553688,24.369213,22.941029
"0610010F05Rik",5.870707,6.752209608,5.874761122,5.99277095,6.028335,7.014529,6.734052
"0610010K14Rik",25.49200027,20.3656037,23.15965447,30.96352634,30.50249712,29.52722321,30.24002495
"0610012G03Rik",12.006964,10.607736,10.306022,19.194569,16.002804,15.235435,17.246635
"0610030E20Rik",15.150563,16.624907,16.920446,10.030478,11.213363,11.688368,12.211702
"0610040J01Rik",7.961154,7.332623,7.501151,13.185643,9.953817,10.226985,13.205997
"1110002E22Rik",0.020124,0.086615,0.025954,0.033607,0,0.013977,0.066873
"1110004F10Rik",53.557621,52.309055,47.582676,60.675354,57.083057,60.106876,57.113445
"1110008P14Rik",20.086109,22.525934,17.159397,44.388153,37.113346,37.73333,39.088444
"1110012L19Rik",15.765752,16.977848,13.503235,18.046509,19.228405,20.949503,16.176653
"1110017D15Rik",8.737320671,10.93745673,8.692901993,12.58925203,7.213450079,10.49706398,9.459373613
"1110025L11Rik",0,0,0,0,0,0,0
"1110032A03Rik",7.63783786,7.580373291,6.258897754,7.852639886,6.860392684,7.055517871,6.685342368
"1110032F04Rik",0.077337,0.242833,0.084339,0.192884,0.391793,0.13902,0.133224
"1110038F14Rik",16.74819659,12.2716908,17.59763717,10.99248905,13.24909717,15.24615271,16.89544662
"1110051M20Rik",3.711452545,3.923865991,3.666093435,4.417590689,3.035006641,3.422584787,3.215994001
"1110059E24Rik",19.180969,22.314312,17.804514,28.58786,28.136906,26.677069,26.780258
"1110059G10Rik",6.090445,5.830602,5.941605,8.390083,7.226674,8.001367,7.157941
"1110065P20Rik",8.675756952,6.758242561,8.508621272,18.24616637,13.4709332,12.68023858,13.80391467
"1190005I06Rik",0.426852,0,0.416915,1.059805,0.114947,0.440585,0.513244
"1190007I07Rik",3.596131449,6.050177496,4.423871198,4.387209027,3.33560406,3.417400241,5.204403976
"1300017J02Rik",0,0.040224,0.07417,0.031304,0.021095,0.078801,0
"1500009L16Rik",3.229362,2.606784,1.917877,4.778094,3.780433,3.21481,3.979023
"1600002K03Rik",8.507382,8.968104,8.508636,16.070021,8.931709,16.028135,13.717992
"1600012H06Rik",18.33632816,19.87974136,19.66370344,23.71350535,23.24170503,23.05674455,21.7578347
"1600014C10Rik",7.605761546,8.618013924,7.127920935,10.98144591,11.46332788,10.97143868,9.90568828
"1600014C23Rik",0,0,0,0,0,0,0
"1700001C02Rik",6.650447,5.987564,4.156626,6.938559,3.176233,5.162504,5.310966
"1700001C19Rik",0,0.048498228,0,0,0,0,0
"1700001F09Rik",0,0,0,0,0,0,0
"1700001J03Rik",0.332714,0.452611,0.080485,0.238363,0.229878,0,0.168304
"1700001K19Rik",0.167046,0.336401,0.136459,0.119233,0.063513,0,0.265127
"1700001L19Rik",1.422216,1.729479,1.122189,2.075017,1.758594,1.89265,2.74546
"1700001O22Rik",0.123847,0.259226,0,0.142002,0.245705,0.035206,0.136339
"1700001P01Rik",0.318663,0.189028,0.279962,0.050547,0,0.132955,0.206622
"1700003E16Rik",3.317094,3.09524,2.501799,2.479513,2.154505,2.406667,2.987131
"1700003F12Rik",0.325604,0.192878,0,0,0.291235,0.255199,0.051269
"1700003H04Rik",0.027082,0,0,0,0,0,0
"1700006A11Rik",0,0,0,0,0,0,0
"1700007K13Rik",42.795231,44.706303,29.020781,27.740328,20.210377,36.853828,27.765646
"1700008O03Rik",0.109105,0.213704,0.084407,0,0.310631,0.075485,0.48429
"1700008P02Rik",0,0,0,0,0,0,0
"1700009N14Rik",0,0,0,0,0,0,0
"1700010B08Rik",0,0,0,0,0,0.044407,0
"1700010D01Rik",0,0,0,0,0,0,0
"1700010I14Rik",0.827121908,0.958373918,0.783001835,1.616148178,1.217667368,1.256339012,1.339428458
"1700011L22Rik",0,0,0,0,0,0,0
"1700012A03Rik",0,0,0,0,0,0,0
"1700012B07Rik",0.027089571,0,0,0,0,0.062431363,0.078111459
"1700012B09Rik",3.606069,1.936033,2.848837,2.844568,3.996883,2.080098,4.164092
"1700012P22Rik",0.040969,0,0,0,0,0,0
"1700013F07Rik",5.895357,7.107336,5.321041,4.745392,3.686576,5.250439,5.945976
"1700013G24Rik",0,0,0,0,0,0,0
"1700013H16Rik",0,0.075336,0,0,0,0,0
"1700015F17Rik",0,0,0.308076,0,0,0,0
"1700015G11Rik",0,0,0,0,0,0,0
"1700016C15Rik",0.144423,0.10572,0,0.839752,0.128573,0,0.214105
"1700016D06Rik",0,0,0,0,0,0,0
"1700016H13Rik",0.265856567,0.278000989,0.685758084,0.153918264,0.253649677,0.464578708,0.170388791
"1700016K19Rik",10.345331,11.599995,7.564677,13.601884,9.910938,10.153309,11.916333
"1700017B05Rik",3.403955,3.82026,3.466373,3.27201,2.334331,3.548833,3.428283
"1700017N19Rik",0,0,0,0,0,0,0
"1700018B08Rik",0.028171,0,0,0,0,0,0
"1700018F24Rik",0,0.035248,0,0.104054,0.277479,0.041075,0.043972
"1700019A02Rik",0,0,0,0,0,0,0
"1700019D03Rik",0.293567756,0.288108876,0.352978286,0.535677539,0.230382486,0.692252755,0.612123274
"1700019N19Rik",0,0,0,0,0,0,0
"1700020A23Rik",0,0.062063312,0,0.406256889,0.243118019,0.062080551,0.150152231
"1700020D05Rik",0.717713,0.967297,0.638261,0.046386,0.224019,0.319491,0.126734
"1700020L24Rik",6.644139,7.515466,9.967999,3.03231,4.034713,3.227635,3.072712
"1700020N15Rik",0,0,0,0,0,0,0
"1700021F05Rik",14.414163,12.179671,12.808461,13.047363,15.193393,13.90816,14.960414
"1700021F07Rik",0,0,0,0,0,0,0
"1700022I11Rik",0,0,0,0,0,0,0
"1700024G13Rik",14.185592,14.109348,7.795667,10.720328,8.803102,15.317829,13.504827
"1700024P04Rik",0,0,0,0,0,0,0
"1700025G04Rik",2.797773,3.395957,3.38293,2.442613,2.559877,2.785107,2.288509
"1700028K03Rik",0.248334591,0.154646193,0.264122214,0.197384791,0.103463229,0.153317631,0.092901348
"1700028P14Rik",2.743073,2.420788,3.015764,5.011566,2.152206,4.005979,3.731957
"1700029F12Rik",0,0,0,0,0,0,0
"1700029H14Rik",0,0.023916,0,0,0,0,0
"1700029I15Rik",1.021239,0.455313,0.500102,0.752315,0.326128,1.54784,0.576507
"1700029J07Rik",4.985179402,5.460962409,4.516827479,3.857373826,2.769428369,3.980672485,4.324113458
"1700029P11Rik",0,0,0,0,0,0,0.122603
"1700030J22Rik",1.257428187,1.396828433,1.385174259,1.226733286,0.909326087,1.013954894,0.869750385
"1700030K09Rik",4.780975,4.547072,4.270733,4.140477,3.66333,4.768887,4.571661
"1700031F05Rik",0,0,0,0,0,0,0
"1700034E13Rik",0.104074,0,0,0.064551,0,0,0.102812
"1700034J05Rik",0,0,0,0,0,0,0
"1700037C18Rik",2.799507,2.81243,1.664299,3.181192,3.486793,3.237516,3.253323
"1700037H04Rik",9.632078343,9.922743527,8.697486582,10.31705546,7.94539469,8.581338612,10.19428289
"1700042G07Rik",0,0,0,0,0,0,0
"1700049E17Rik1",0,0,0,0,0,0,0
"1700049E17Rik2",0,0,0,0,0,0,0
"1700056E22Rik",0.271439,0.477422,0.090329,0.34135,0.23954,0.415313,1.059433
"1700057G04Rik",0,0,0,0,0,0.050813,0
"1700065D16Rik",0,0,0.067278,0,0,0,0
"1700066B19Rik",0.169125,0.16443,0.251612,1.611453,2.160408,1.473421,2.055659
"1700066C05Rik",0,0,0,0,0,0,0
"1700066M21Rik",3.320633,2.979333,2.937451,3.393617,3.65848,3.435172,4.253232
"1700067K01Rik",0.206704,0.184777,0.250485,0.088284,0.21132,0.240078,0.264473
"1700071K01Rik",0,0,0,0,0,0,0
"1700074P13Rik",0,0,0,0,0,0,0
"1700080O16Rik",0,0,0,0,0,0.031297,0
"1700088E04Rik",8.521275842,10.58366295,8.079790161,8.401544452,7.203830401,11.4010816,9.17742432
"1700092M07Rik",0.226356,1.14311,0.248608,0.571314,0.125906,0.113967,0.719989
"1700093K21Rik",0,0,0,0,0,0,0
"1700094D03Rik",13.113348,14.845071,10.730047,12.030607,10.332998,13.820805,12.846608
"1700102P08Rik",0.613666,0.509893,0.974989,0.399318,0.519211,0.589037,0.637049
"1700109H08Rik",0.543323,0.729726,0.956108,0,0,0.124507,0.475409
"1700113H08Rik",0,0,0.032574,0.072227,0,0,0
"1700122O11Rik",0,0,0,0,0,0,0
"1700123K08Rik",0.225556,0.231219,0.203166,0,0.082868,0,0
"1700123O20Rik",14.235432,13.421528,14.155913,24.063059,21.211246,19.944569,21.098597
"1700125H20Rik",0,0,0,0.048641,0,0,0.050466
"1700129C05Rik",0,0,0,0,0,0,0
"1810009A15Rik",35.255898,31.611975,29.285608,63.366791,52.248615,60.170399,59.403652
"1810009J06Rik",0,0,0,0,0,0.106767,0.028646
"1810010H24Rik",36.61238906,26.98321319,32.09276816,7.306373323,11.41846791,16.54506191,13.00805084
"1810013L24Rik",23.708239,19.488918,21.972328,18.593283,19.893801,17.961365,17.325222
"1810024B03Rik",0.125402,0.19334,0.151308,0,0,0.108315,0.149396
"1810030O07Rik",16.434299,17.563049,17.41572,16.310694,18.179834,17.472364,17.485134
"1810037I17Rik",65.648033,57.318157,58.321487,114.6222,95.482071,107.591064,103.787704
"1810046K07Rik",0.191463785,0.213640654,0.087099623,0,0.256789188,0,0.033619453
"1810055G02Rik",4.829720738,5.009552514,5.349571321,5.647420579,5.978210668,6.657233094,5.620120587
"1810062G17Rik",0.317189,0.645403,0.130893,0.711887,0.563813,0.633607,0.72225
"1810065E05Rik",0,0,0,0,0,0,0
"2010003K11Rik",0,0,0,0.081007,0,0,0
"2010106E10Rik",0,0,0,0,0,0,0
"2010109A12Rik",0.173083,0,0.044714,0,0,0,0.032243
"2010300C02Rik",11.103664,9.854602,8.730475,6.220322,5.06347,7.496348,7.356788
"2010315B03Rik",7.526519927,9.260850136,7.968067602,6.790500829,7.170851544,8.663364327,8.356033015
"2200002D01Rik",12.97758,10.420076,7.78232,20.570892,20.943596,20.457922,22.080818
"2200002J24Rik",0,0,0,0,0.135119,0,0
"2210010C04Rik",0,0,0,0,0,0,0
"2210016F16Rik",10.43731,11.291904,9.736358,15.94894,13.862859,13.990841,13.7984
"2210016L21Rik",16.544909,16.622885,17.278706,14.438108,14.370036,13.19755,15.241055
"2210407C18Rik",0,0.156485,0.097553,1.286102,0,0.828833,0.876494
"2210408I21Rik",1.055996861,1.073144871,0.987967284,1.188450246,0.896699864,1.022892228,1.153294144
"2210418O10Rik",1.007168948,1.032460344,0.678401428,0.950544837,1.111147507,0.81115326,0.963971523
"2300002M23Rik",0,0,0,0,0,0,0
"2300003K06Rik",0,0,0,0,0,0,0
"2300009A05Rik",14.075036,9.635119,8.300793,12.821537,12.845647,10.538518,13.712962
"2310002L09Rik",0.319897053,0.474286321,0,0.223341603,0,0.095314991,0.08105374
"2310009A05Rik",12.454679,15.462923,10.71744,24.630625,20.452271,21.07387,22.453161
"2310009B15Rik",3.736814,3.718834,3.363518,4.053757,5.115917,5.278399,6.038401
"2310011J03Rik",15.983315,17.9501,16.171152,22.550652,17.187622,20.255499,20.253338
"2310022A10Rik",4.248461893,4.113733149,5.012877808,4.303071568,3.98880413,4.871148409,4.782078369
"2310022B05Rik",17.304422,19.570173,20.793222,9.860832,10.14638,10.991695,11.148495
"2310030G06Rik",17.099556,15.55823,17.445219,18.82688,19.951097,23.90333,19.167088
"2310033P09Rik",9.960176,10.323337,9.898911,12.068922,8.244254,8.286174,9.162008
"2310034C09Rik",0,0,0,0,0,0,0
"2310039H08Rik",7.724695,8.106741,5.993077,14.628298,10.910155,11.541782,13.556449
"2310050C09Rik",0,0,0,0,0,0,0
"2310057J18Rik",0,0,0,0,0,0,0
"2310057M21Rik",2.557217,3.446648,3.475831,3.348064,2.995222,3.823537,3.417268
"2310057N15Rik",0,0,0,0,0,0,0
"2310061I04Rik",9.853191,10.682667,10.888629,12.321854,11.610373,11.959685,13.848618
"2310061N02Rik",0,0,0,0,0,0,0
"2310079G19Rik",0,0,0,0,0,0,0
"2410002F23Rik",9.932737,13.925163,12.757259,12.235326,13.082729,13.112578,13.475335
"2410004B18Rik",13.84984619,9.613377195,12.96503099,15.92637998,14.92676347,14.85577357,13.80119591
"2410004P03Rik",10.360023,12.02715749,8.163823013,10.318254,8.867143,11.981967,10.441587
"2410124H12Rik",0,0,0,0,0,0,0
"2410131K14Rik",4.384453,4.599243,4.022542,3.257276,2.92551,3.163859,4.409795
"2410137M14Rik",0.040193,0.079509,0.143108,0.272859,0,0,0
"2410141K09Rik",0,0,0,0,0,0,0
"2510002D24Rik",10.461082,12.24623,9.932767,11.417125,9.863265,10.990988,10.142225
"2510009E07Rik",14.852652,13.228837,15.488209,9.301639,10.869942,10.653102,10.761189
"2510039O18Rik",21.947655,21.091099,22.612486,22.069355,19.643732,20.66684,22.112949
"2610001J05Rik",15.993413,14.043815,14.251222,20.520672,20.104498,18.75761,19.840382
"2610002M06Rik",6.001637,6.247022,6.144605,4.957638,5.10714,5.145429,5.66906
"2610008E11Rik",8.065335143,8.535059006,8.744973393,6.509422,6.44773259,7.752574134,6.597038569
"2610028H24Rik",23.253735,29.250725,20.291126,9.79806,10.216027,14.845696,13.714153
"2610042L04Rik",0.0531,0,0,0,0,0,0.038938
"2610044O15Rik8",5.882097,5.956631,6.092085,6.00187,6.672028,7.203588,5.818402
"2610301B20Rik",13.517312,14.568909,12.564876,13.0041,11.819407,13.373078,13.030046
"2610318N02Rik",0.075912518,0.260935,0.302094,1.081625,0.989246,0.632784511,0.872259
"2610507B11Rik",32.830738,37.048584,35.095501,29.730396,28.667755,29.119749,31.877144
"2610524H06Rik",1.823488,2.266492,1.664851,7.159835,5.98486,5.273166,7.321938
"2610528A11Rik",0.420872,1.304007,0.086511,0.561459,0.254765,0,0
"2610528J11Rik",12.491063,12.406108,11.195155,12.936003,9.812462,9.496762,14.796701
"2700049A03Rik",1.798572678,2.393190393,2.315710598,1.901749996,1.842276559,1.598382845,2.27117537
"2700062C07Rik",10.145626,9.628603,8.275535,8.10832,10.996608,9.404375,10.299456
"2700081O15Rik",10.486981,8.014828,11.122902,6.925857,7.116819,6.411395,6.66079
"2700097O09Rik",2.84503,2.995284,2.821267,4.852167,4.383794,4.347946,4.318294
"2810004N23Rik",11.43191,14.889045,13.174752,15.598996,15.294952,14.459892,13.446244
"2810006K23Rik",4.234388213,3.16357943,3.058001875,4.170745626,3.700609767,4.177262412,4.93034869
"2810021J22Rik",2.999037,3.718561,3.300052,2.269528,2.649016,2.557658,2.212604
"2810408A11Rik",0.445130373,0.306156547,0.268218881,0.350897498,0.594718646,0.349450197,0.459011912
"2810459M11Rik",0.071214,0.027545,0.234784,0.021333,0.077991,0.203359,0.117242
"2900026A02Rik",11.02323951,11.22418793,12.77318598,3.682427713,4.431948244,5.046228412,6.017997135
"2900092C05Rik",0,0,0,0,0,0,0
"3110009E18Rik",2.070864322,1.425546991,1.002284826,2.396947062,3.295296886,1.969007149,1.981314853
"3110040M04Rik",0,0,0,0,0.021428,0,0.012728
"3110040N11Rik",6.802677783,7.323223748,5.391707631,12.99384365,10.16998637,11.3077661,10.67097516
"3110082I17Rik",6.216882,4.832694,5.763532,11.337864,9.726775,8.576739,9.039737
"3110082J24Rik",0,0,0,0,0,0,0
"3300002I08Rik",0.217232,1.681802,0.166197,0.692237,0.370545,1.299477,0.402623
"3425401B19Rik",0.168051,0.302151,0.253208,0.151992,0.085795,0.098939,0.167862
"3830403N18Rik",0.307026,0,0.042889,0.510367,0.188199,1.232481,0.112827
"3830406C13Rik",10.6111308,10.48502487,10.15861438,7.746686784,9.950007851,12.98588964,10.44618126
"3830417A13Rik",0,0,0,0,0,0,0
"4430402I18Rik",3.454722952,3.22615542,2.935830215,2.914900409,2.025517913,3.517140679,2.721374766
"4833420G17Rik",17.86814058,20.74456915,20.1133196,13.45666974,15.65432497,14.43543701,13.13354225
"4833427G06Rik",9.859613,14.053291,9.185173,10.488329,8.808393,11.454463,12.64737
"4833439L19Rik",50.36624037,45.01735386,23.96957627,35.97568585,39.16942674,38.74515658,39.88034683
"4921504E06Rik",0,0.110147,0,0,0,0,0
"4921507P07Rik",0.755364,0.624575,0.827754,0.447497,0.366338,0.279759,0.293743
"4921509C19Rik",0,0,0,0,0,0,0
"4921517D22Rik",0,0,0,0,0,0,0
"4921524J17Rik",11.318419,11.474623,10.480919,13.40395,16.387714,12.583072,12.29516
"4921524L21Rik",0,0,0,0,0,0,0
"4921536K21Rik",0.456375,0.623931,0.438235,0.914659,0.446238,0.290648,0.621289
"4921539E11Rik",0,0,0,0,0,0,0
"4930402F06Rik",0,0.032512,0,0,0,0,0
"4930402H24Rik",11.88382821,12.23391664,13.53598941,3.240671579,7.949845968,8.284214478,8.100114947
"4930402K13Rik",0,0,0,0,0,0,0
"4930404N11Rik",0.72183,0.561767,0.244241,0.421837,0.878944,0.977258,0.523723
"4930407I10Rik",0,0,0,0,0,0,0
"4930415L06Rik",0,0,0,0,0,0,0
"4930415O20Rik",0.614438,0.590805,0.293543,1.122959,0.816801,0.770976,1.034995
"4930426D05Rik",0.048737,0.607253,0.026808,0.069473,0.059409,0.300847,0.119906
"4930430F08Rik",5.223629,5.42383,4.496286,3.973747,5.334315,5.228042,3.271324
"4930432K21Rik",1.128893,1.083398,0.924371822,0.633872,0.685543364,0.554679811,0.695511
"4930432M17Rik",0,0.029665,0,0,0,0,0
"4930433I11Rik",0,0,0,0,0,0,0
"4930444G20Rik",0,0,0,0.072062,0,0,0.013753
"4930444P10Rik",0.245801,0.260777,0.063663,0.554361,0.219665,0.851374842,0.632897
"4930447A16Rik",0,0,0,0,0,0,0
"4930447C04Rik",0,0,0,0,0,0,0
"4930449I24Rik",0,0,0,0,0,0,0
"4930451G09Rik",0.419593,0.523111,0.337558,0.216456,0.151216,0.285515,0.485267
"4930451I11Rik",0,0,0,0,0,0,0
"4930452B06Rik",0.533958,0.37283,0.421697,0.588499,0.183694,0.619664,0.46902
"4930453H23Rik",0,0,0,0,0,0,0
"4930453N24Rik",24.533321,23.752365,27.104937,30.388708,33.342419,28.590597,30.8799
"4930467E23Rik",0.017415,0.014791,0.010992,0,0,0,0
"4930474N05Rik",0,0,0,0,0,0,0
"4930480E11Rik",0,0,0,0,0,0,0
"4930486L24Rik",11.203162,8.028762,10.640018,7.829751,8.158895,12.332647,8.613767
"4930502E18Rik",0,0,0,0.03903,0,0,0
"4930503B20Rik",0.161372542,0.19918942,0.034532548,0.37236635,0.131858318,0,0.268128733
"4930503E14Rik",0,0.020799,0,0,0,0,0
"4930503L19Rik",9.553055,9.103001,12.652146,7.968579,7.871145,7.96786,7.452515
"4930505A04Rik",0.042765,0,0.041117,0,0,0,0.061716
"4930512M02Rik",0,0,0,0,0,0,0
"4930513O06Rik",0.124064,0,0,0,0,0,0
"4930519F16Rik",0,0.179543,0.002742,0.106313,0.043406,0.113828,0.021884
"4930519G04Rik",0,0,0,0,0,0,0.024108
"4930519L02Rik",0,0,0,0,0,0,0
"4930522H14Rik",0,0,0,0,0,0,0
"4930523C07Rik",27.529732,30.659281,28.11997,15.058301,15.805734,18.293339,16.024925
"4930524B15Rik",0,0,0,0,0,0,0
"4930539E08Rik",0,0.069419,0.01895,0.051349,0,0.078213,0.032061
"4930544D05Rik",0,0,0,0,0,0,0
"4930544G11Rik",0,0,0,0,0,0,0
"4930548H24Rik",0,0,0.030453,0.098046,0,0,0
"4930550C14Rik",0.437975,0.913162,0.674839,0.597755,0.381825,0.406137,0.681503
"4930550L24Rik",0,0,0,0.059736,0,0,0.061978
"4930555G01Rik",0,0,0,0,0,0,0
"4930558K02Rik",0,0.120801991,0,0,0,0,0
"4930562C15Rik",4.501937,7.020252,3.868481,3.924155,2.883071,4.014414,4.192863
"4930563E22Rik",0.165913,0.473426,0.418677,0.123032,0.331268,0.451424,0.281901
"4930563M21Rik",0,0,0,0.240317,0,0.031002,0
"4930564C03Rik",0,0,0,0,0,0,0
"4930564D02Rik",0,0,0,0,0,0,0
"4930568D16Rik",0,0,0,0,0,0,0
"4930571K23Rik",0.032691,0,0,0,0,0,0
"4930578I06Rik",0,0,0,0,0,0,0
"4930579F01Rik",0.022217,0,0,0.164265,0,0,0
"4930579G24Rik",1.376139,1.824555,1.155544,1.99505,2.595328,2.908173,2.532844
"4930583I09Rik",0,0,0,0,0,0,0
"4930590J08Rik",0.056268,0.045583,0.072762,0.016899,0.045001,0,0.029327
"4930591A17Rik",0,0,0,0,0,0,0
"4930595M18Rik",0,0,0,0,0,0,0
"4930596D02Rik",0,0,0,0,0,0,0
"4931406B18Rik",0,0,0,0,0,0,0.024624
"4931406C07Rik",15.99918566,17.8949613,15.26831455,17.6170848,15.01695333,17.00904036,9.024333508
"4931406P16Rik",37.073772,35.508381,41.918777,16.516851,20.154324,20.054392,21.424013
"4931408C20Rik",0,0.0742,0,0,0,0,0
"4931414P19Rik",2.716253,3.699409,3.429752,1.657448,2.171861,3.096346,2.518463
"4931417E11Rik",0,0,0,0,0,0,0
"4931422A03Rik",0.384078,0.082904,0.478165,0.176647,0.342068,0.345251,0
"4931428F04Rik",1.027884775,0.846592581,1.029427962,0.649951603,1.182154182,0.822886801,0.783746
"4931429L15Rik",0,0.033163,0.011869,0,0,0,0
"4931440F15Rik",0.049784,0.014036,0.04923,0.003176,0.042411,0.042117,0.042241
"4932411N23Rik",0,0,0,0,0,0,0
"4932414N04Rik",0,0,0,0,0,0,0
"4932429P05Rik",0,0,0,0,0,0,0
"4932438A13Rik",5.321627,8.006335,6.745411,3.928255,4.141238,4.524156,4.676297
"4932438H23Rik",0.251992753,0,0.171419,0.641959,0.117581298,0.328124394,0.159853
"4933402D24Rik",0.101786,0.104937,0.351706,0.03018,0,0.045219,0.100217
"4933402E13Rik",0,0,0,0,0,0,0
"4933402J07Rik",0,0,0,0,0,0,0
"4933402N03Rik",0,0,0,0,0,0,0
"4933402N22Rik",0,0,0,0.235201,0.043024,0,0
"4933403O08Rik",0,0,0,0,0,0,0
"4933405L10Rik",0.042435,0.273282044,0.277516,0.075727,0,0,0.128591
"4933405O20Rik",0,0,0,0,0,0,0
"4933409G03Rik",0,0,0,0,0,0,0
"4933411K16Rik",0.292928,0.423552,0.27719,0.100991,0.068509,0.130794,0.054257
"4933412E24Rik",0,0,0,0,0,0,0
"4933416I08Rik",0,0,0,0,0,0,0
"4933417A18Rik",0,0,0,0,0,0,0
"4933421I07Rik",0,0,0,0,0,0,0
"4933424G06Rik",0,0,0,0,0.042583,0,0
"4933427D14Rik",3.202747445,3.877431647,3.970414557,2.83652942,2.395706194,2.602360395,2.926087995
"4933428G20Rik",0.105532,0.059078,0.289712,0,0.092988,0.191058,0.094951
"4933428M09Rik",0,0.135259,0.042355,0,0,0,0.047639
"4933430I17Rik",0.062156932,0.143292333,0.132054023,0,0.09078514,0.274485783,0.082076129
"4933434E20Rik",19.15766478,19.95877748,18.44446304,21.68119847,21.53970277,22.1208032,20.32383081
"4933436I01Rik",0,0,0,0,0,0,0
"5031410I06Rik",0,0,0,0,0,0,0
"5031439G07Rik",4.02124116,4.049126768,9.551836651,4.816089212,7.831136061,7.045335533,9.390837455
"5330417C22Rik",22.72938763,24.14335191,20.62648536,15.7352938,15.86104774,16.3661664,19.84677944
"5430401F13Rik",0,0,0,0,0,0,0
"5430402E10Rik",0,0,0,0,0,0,0
"5430427O19Rik",0.8137,1.033157,0.584611,2.028296,1.493403,1.627248,1.415739
"5530400C23Rik",0,0,0,0,0,0,0
"5730409E04Rik",4.525742673,5.469311963,4.712383016,3.57145783,2.744276098,3.272122518,3.01361
"5730455P16Rik",5.267524,6.14007,5.495512,3.837124,4.071867,4.334248,4.517972
"5730507C01Rik",0.224732,0.377934,0.28415751,0.130101,0.506776732,0.388530417,0.437037
"5830411N06Rik",0.051859002,0.561558961,0.052881442,0.024465665,0.172475675,0.24721491,0.249621804
"6030458C11Rik",5.201347799,13.71961485,12.53600909,8.970471215,5.800249385,10.03504419,9.69777121
"6030468B19Rik",0.017721,0.413219,0,0.142212,0.326446,0.042638,0
"6030498E09Rik",0,0,0,0,0,0,0
"6330403K07Rik",0.945301,1.188394,1.244741,0.734945,0.835681,0.857351,0.626672
"6330409D20Rik",0.382649,0.826688,1.108309,0.08896,0.256122,0.26158,0.388363
"6430548M08Rik",23.0193911,22.92047825,26.52506867,10.76852819,12.41328142,16.01142972,13.09740971
"6430550D23Rik",0.125711465,0.335311663,0.284129634,0.034533141,0.123389933,0.277697195,0.388676484
"6430571L13Rik",0.04308,0,0.070163,0.183798,0.345575,0.140197,0.247492
"6430628N08Rik",0,0,0,0,0,0,0
"6720489N17Rik",2.053036901,2.182899055,1.641855401,1.970284487,1.576424,2.581204546,1.771665868
"6820408C15Rik",2.660514477,4.109125737,2.475867272,4.632899105,2.864360108,4.870188018,3.969754351
"7420426K07Rik",0,0,0,0,0,0,0
"7530416G11Rik",0,0,0,0,0,0,0
"8030462N17Rik",8.060474066,7.870445246,7.954591557,6.090316369,6.697060107,6.48369206,6.372839309
"8030474K03Rik",0,0,0,0,0,0,0
"9030025P20Rik",6.979346,12.819804,9.448716,7.272877,6.393881,8.638982,7.433223
"9030624G23Rik",0,0.04086,0,0,0,0,0
"9130008F23Rik",1.39389,1.239938,1.617769,1.859762,1.037833,1.329339,1.742983
"9130019O22Rik",2.95969,2.182496,2.73798,2.260109,2.491395,1.987023,1.924225
"9130023H24Rik",1.909078,2.045694,3.178286,2.60953,2.219027,2.065882,2.576364
"9130401M01Rik",8.605008,8.807871,7.49813,15.350048,11.490108,14.131522,14.090052
"9130409I23Rik",0,0.048422,0,0,0,0,0
"9230019H11Rik",0,0,0,0,0,0,0
"9230112D13Rik",0,0,0.180317,0,0,0,0
"9330159F19Rik",1.030897,1.413361,1.162035,0.240163,0.228446,0.501289,0.310549
"9330182L06Rik",1.857066499,1.909551574,1.665583836,1.390081747,1.518170874,1.703888142,1.268575254
"9330182O14Rik",0,0,0,0,0,0.156719,0
"9430015G10Rik",8.233133741,11.38574063,9.038615038,6.977304654,8.516289504,9.315887402,8.23088044
"9430038I01Rik",3.997669,4.922407,4.080187,8.308456,8.623381,6.839037,6.144034
"9430069I07Rik",0,0.164072,0.145846,0,0.152006,0.316468,0
"9530002B09Rik",0,0,0,0,0,0,0
"9530003J23Rik",0.388251,0.307931,0.178179,0.809435,0.288426,0.823476,0.457325
"9530053A07Rik",0.175884,0.274078,0.278146,0.656289,0.245183,0.407653,0.330631
"9530068E07Rik",63.84037,64.316345,70.156456,58.501736,57.196171,59.987457,56.067451
"9530077C05Rik",1.871893,1.954294,2.028099,3.947803,3.257362,3.223195,2.839508
"9830107B12Rik",0.02121,0,0.034412,0.577222631,0.385296915,0.169569,0.380628
"9930012K11Rik",6.748389122,7.426713364,7.07765371,4.327390127,4.726971131,5.212800929,4.36214445
"9930021J03Rik",6.038666,6.797646,7.006719,3.218096,4.44265,4.355105,3.630893
"9930104L06Rik",5.24110508,5.538377696,6.14905232,3.982293719,4.154087362,5.512966,4.664309553
"9930111J21Rik1",5.105356,8.049196,8.503009,3.539614,3.674687,4.184419,4.439522
"9930111J21Rik2",1.930173,3.184484,3.229059,1.690997,1.594643,1.622435,1.632645
"a",0,0,0.011334433,0.044652591,0.037426118,0.080573058,0.087661997
"A130010J15Rik",2.835096603,4.253806622,3.645621126,3.394612158,3.899927434,3.973412775,4.452132494
"A1bg",0,0,0,0,0,0,0
"A1cf",0,0,0,0,0,0,0
"A26c3",0.008440398,0.030093856,0.027909977,0.04496391,0,0.047664444,0.052075486
"A2m",0.00831096,0,0,0.25803646,0.030679661,0.214761603,0.122481017
